cid,isosmiles,mw,polararea,complexity,heavycnt,hbonddonor,hbondacc,rotbonds,mp
9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,353.5,57.5,578.0,26,2,3,4,195.0
9688,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,184.19,34.1,317.0,14,0,2,1,114.0
9702,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,240.34,6.5,208.0,18,0,2,3,194.0
9740,C(C#N)C(=O)O,85.06,61.1,98.6,6,1,3,1,66.0
9750,C(C[C@@H](C(=O)O)N)CNC(=O)N,175.19,118.0,171.0,12,4,4,5,235.5
9862,CC(=CCCC(=O)C)C,126.2,17.1,119.0,9,0,1,3,-67.05
9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,376.6,57.5,574.0,27,2,3,4,186.0
9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,274.4,37.3,466.0,20,1,2,0,118.0
9938,C1CC2=CC=CC=C2C=C1,130.19,0.0,135.0,10,0,0,0,-8.0
9948,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,196.24,17.1,197.0,15,0,1,3,60.0
9958,CC1=CC(=C(C=C1)O)O,124.14,40.5,92.9,9,2,2,0,65.0
9983,COC1=C(C=CC(=C1)C=CCO)O,180.2,49.7,168.0,13,2,3,3,74.0
9984,COC1=C(C=CC(=C1)C=CC=O)O,178.18,46.5,189.0,13,1,3,3,84.0
9985,CCCC1CCCCN1,127.23,12.0,71.0,9,1,1,2,-2.0
9997,C#CC#C,50.06,0.0,67.1,4,0,0,1,-36.4
9999,C(#N)C#N,52.03,47.6,71.1,4,0,2,0,-27.88
10006,C1C(=O)NC(=O)N1,100.08,58.2,120.0,7,2,2,0,220.0
10009,C1=CC(=CN=C1)N,94.11,38.9,54.0,7,1,2,0,64.5
10015,CCCCCCC(=O)CCCCCC,198.34,17.1,115.0,14,0,1,10,33.0
10024,CCOCOCC,104.15,18.5,25.3,7,0,2,4,-66.5
10037,C=C=C,40.06,0.0,15.5,3,0,0,0,-136.1
10038,C=C=O,42.04,17.1,25.8,3,0,1,0,-150.33
10041,CC(C)(C)C,72.15,0.0,15.5,5,0,0,0,-16.46
10044,CC(C)C(C)(C)C,100.2,0.0,45.5,7,0,0,1,-25.0
10045,CC(C(C)(C)C)O,102.17,20.2,51.7,7,1,1,1,5.6
10046,C([N+](=O)[O-])(Br)(Br)Br,297.73,45.8,79.9,7,0,2,0,10.0
10049,C[C@]12CC[C@@H](C1(C)C)C[C@H]2O,154.25,20.2,185.0,11,1,1,0,202.0
10074,CO[C@@H]1C[C@]23C4=C(CCN2CC=C3C=C1)COC(=O)C4,273.33,38.8,560.0,20,0,4,1,99.5
10083,C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,267.4,32.299,274.0,20,2,2,3,97.5
10100,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,339.5,29.5,397.0,25,0,3,9,75.5
10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,247.33,40.5,295.0,18,1,3,3,156.5
10106,CC(C)C12CCC(O1)(CC2)C,154.25,9.2,164.0,11,0,1,1,1.0
10114,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,470.7,74.6,965.0,34,2,4,1,296.0
10129,CC1CCC2CC1C2(C)C,138.25,0.0,146.0,10,0,0,0,-53.0
10141,C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,190.15,74.6,277.0,14,2,4,0,232.0
10143,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,341.4,51.2,475.0,25,1,5,3,185.0
10163,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)CO)O,270.24,94.8,421.0,20,3,5,1,330.0
10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,284.22,112.0,487.0,21,3,6,1,321.0
10175,COC1=CC(=C(C(=C1)O)C(=O)C2=CC=CC=C2)O,244.24,66.8,274.0,18,2,4,3,130.5
10194,CC1=CC(=C(C(=C1)C)C(=O)O)C,164.2,37.3,165.0,12,1,2,1,154.0
10195,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],173.08,121.0,259.0,12,2,5,0,180.5
10199,C1C2=CC=CC=C2C(=O)N1,133.15,29.1,155.0,10,1,1,0,151.0
10205,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,188.18,54.4,317.0,14,1,3,0,78.5
10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,270.24,94.8,421.0,20,3,5,1,223.5
10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,254.24,74.6,405.0,19,2,4,0,196.0
10209,CC1=C(C2=CC=CC=C2C(=C1)O)O,174.2,40.5,181.0,13,2,2,0,169.0
10210,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O,242.23,74.6,294.0,18,2,4,3,233.5
10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,48.7,436.0,20,0,4,3,102.0
10219,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,480.6,52.2,679.0,35,1,6,7,74.0
10222,CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C,234.3,0.0,280.0,18,0,0,1,101.0
10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.28,35.5,366.0,18,0,3,3,83.5
10231,COC1=C(C2=C(C=C1CC=C)OCO2)OC,222.24,36.9,243.0,16,0,4,4,29.5
10232,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CC=C3)C4=CC=CC=C4,296.4,28.7,351.0,23,1,1,3,275.0
10234,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C,322.31,118.0,489.0,23,0,6,5,70.0
10237,CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,367.4,66.5,615.0,27,0,7,1,194.0
10241,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,180.2,17.1,222.0,14,0,1,0,84.0
10243,C1=CC=C2C(=C1)C(=CC=N2)C(=O)O,173.17,50.2,205.0,13,1,3,1,254.5
10250,C1=CN=C2C(=N1)C(=O)NC(=O)N2,164.12,84.0,230.0,12,2,4,0,348.5
10251,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,224.25,26.3,281.0,17,0,2,1,77.0
10252,CC(=O)NC(=O)C1=CC=CC=C1O,179.17,66.4,215.0,13,2,3,1,148.0
10253,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,195.17,86.6,229.0,14,3,4,3,168.0
10254,CC1=CC(=C(C(=C1)C)C=O)C,148.2,17.1,130.0,11,0,1,1,14.0
10256,C1=CC=C2C(=C1)C(=CN2)C=O,145.16,32.9,158.0,11,1,1,1,196.5
10257,CN(C)CCC1=CNC2=C1C=C(C=C2)O,204.27,39.3,208.0,15,2,2,3,146.5
10263,CC1=C(C(=C(C=C1)C)C)C,134.22,0.0,92.6,10,0,0,0,-6.2
10268,C1=COC=C1C(=O)O,112.08,50.4,99.8,8,1,3,1,122.5
10271,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],228.12,164.0,293.0,16,1,7,0,193.5
10273,C1=CN=CC(=C1C(=O)O)C(=O)O,167.12,87.5,204.0,12,2,5,2,256.0
10276,COC1=CC(=C(C=C1C(=O)O)OC)OC,212.2,65.0,218.0,15,1,5,4,145.0
10285,CC1=CC=NC2=CC=CC=C12,143.18,12.9,133.0,11,0,1,0,9.5
10286,C1=CC=C2C(=C1)C(=O)C=CO2,146.14,26.3,196.0,11,0,2,0,59.0
10288,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,240.25,60.7,306.0,18,3,3,0,203.7
10298,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C,267.37,30.3,278.0,20,1,3,4,136.0
10303,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,269.3,65.3,349.0,20,1,5,4,183.0
10307,C1=CC=C2C=C(C=CC2=C1)N(CCCl)CCCl,268.2,3.2,216.0,17,0,1,5,55.0
10308,C1CC2=CC=CC=C2NC3=CC=CC=C31,195.26,12.0,191.0,15,1,1,0,106.5
10313,C1=CC=C(C=C1)C(=O)NO,137.14,49.3,119.0,10,2,2,1,128.0
10315,CCCC(=O)C1=CC=CC=C1,148.2,17.1,123.0,11,0,1,3,12.0
10316,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],198.22,41.1,216.0,15,0,2,2,36.0
10322,C1OC2=C(O1)C=C(C=C2)CO,152.15,38.7,137.0,11,1,3,1,58.0
10326,C1CC2=CC=CC=C2C1,118.18,0.0,84.2,9,0,0,0,-51.4
10329,C1COC2=CC=CC=C21,120.15,9.2,101.0,9,0,1,0,-21.5
10331,C1=CC=C2C(=C1)C=C(O2)C(=O)O,162.14,50.4,190.0,12,1,3,1,192.5
10332,CC1=CC(=C(C=C1)N)N,122.17,52.0,92.9,9,2,2,0,89.5
10333,CC1=C(C=C(C=C1)O)O,124.14,40.5,92.9,9,2,2,0,106.0
10335,CC1=CC(=C(C=C1C)O)C,136.19,20.2,111.0,10,1,1,0,72.0
10341,C1C=CC(=O)O1,84.07,26.3,93.7,6,0,2,0,4.5
10346,CC1=CC(=C(C=C1C(C)(C)C)C(C)(C)C)O,220.35,20.2,231.0,16,1,1,2,62.1
10347,C1=C(OC(=C(C1=O)O)C(=O)O)C(=O)O,200.1,121.0,387.0,14,3,7,2,270.0
10349,CC(CC(=O)O)C(=O)O,132.11,74.6,129.0,9,2,4,3,117.5
10352,C1CC2CC1C=C2,94.15,0.0,90.6,7,0,0,0,45.0
10356,CC1=CC(=CC(=C1)C(=O)O)C,150.17,37.3,144.0,11,1,2,1,171.1
10365,C1=CN=C(C=C1C(=O)O)C(=O)O,167.12,87.5,204.0,12,2,5,2,249.0
10366,C1=C(C=NC=C1C(=O)O)C(=O)O,167.12,87.5,184.0,12,2,5,2,324.0
10367,C1=CC(=NC(=C1)C(=O)O)C(=O)O,167.12,87.5,184.0,12,2,5,2,252.0
10374,C1=CC(=CC=C1NC2=NC=NC(=N2)N)Cl,221.64,76.7,195.0,15,2,5,2,233.5
10378,C1=CC=C(C=C1)NC(=O)C(=O)O,165.15,66.4,185.0,12,2,3,2,150.0
10379,C1=CC(=O)C=CC1=NC2=CC=C(C=C2)O,199.2,49.7,316.0,15,1,3,1,160.0
10383,COC1=CC(=CC(=C1)O)OC,154.16,38.7,104.0,11,1,3,2,37.0
10387,C1=CC=C(C=C1)COC(=O)Cl,170.59,26.3,130.0,11,0,2,3,0.0
10390,C1=CC=C(C=C1)C#CC2=CC=CC=C2,178.23,0.0,193.0,14,0,0,2,62.5
10391,C1=CC=C(C=C1)CNC(=O)CCCl,197.66,29.1,155.0,13,1,1,4,94.0
10393,C1=CC(=CC=C1CCO)O,138.16,40.5,85.3,10,2,2,2,90.0
10399,C1CCCC(CC1)O,114.19,20.2,53.4,8,1,1,0,2.0
10402,CC(CCC=C(C)C)CC(=O)O,170.25,37.3,167.0,12,1,2,5,257.0
10403,C1CCCC(=O)CCC1,126.2,17.1,86.7,9,0,1,0,29.0
10405,CCCCC(=O)CCCC,142.24,17.1,76.7,10,0,1,6,-3.8
10419,CC#CC,54.09,0.0,42.9,4,0,0,0,-32.3
10423,C1COC1,58.08,9.2,17.2,4,0,1,0,-97.0
10426,C(=O)(OC(Cl)(Cl)Cl)Cl,197.8,26.3,94.7,8,0,2,1,-57.0
10430,CC(C)CC(=O)O,102.13,37.3,66.5,7,1,2,2,-29.3
10434,C1CC(=O)CC(=O)C1,112.13,34.1,113.0,8,0,2,0,105.5
10436,CC1=CC(=CC(=C1)O)O,124.14,40.5,82.9,9,2,2,0,107.5
10438,CC(=CC(=O)C=C(C)C)C,138.21,17.1,157.0,10,0,1,2,28.0
10439,C1=CC=NC(=C1)N,94.11,38.9,54.0,7,1,2,0,57.87
10440,CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,506.9,17.1,365.0,36,0,1,32,89.0
10441,CCCCCCCCCC(=O)CCCCCCCCC,282.5,17.1,178.0,20,0,1,16,65.5
10442,C(CO)CO,76.09,40.5,12.4,5,2,2,2,-26.7
10457,C(CCCC(=O)O)CCC(=O)O,174.19,74.6,135.0,12,2,4,7,144.0
10458,C(CCCCCC(=O)O)CCCCCC(=O)O,244.33,74.6,192.0,17,2,4,12,111.0
10465,CCCCCCCCCCCCCCCCC(=O)O,270.5,37.3,190.0,19,1,2,15,61.3
10466,C(CCCCCCCC(=O)O)CCCCCCCO,272.42,57.5,192.0,19,2,3,15,98.0
10467,CCCCCCCCCCCCCCCCCCCC(=O)O,312.5,37.3,226.0,22,1,2,18,75.4
10469,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,396.7,37.3,301.0,28,1,2,24,88.5
10470,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,424.7,37.3,327.0,30,1,2,26,90.9
10471,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,452.8,37.3,353.0,32,1,2,28,93.6
10472,CCCCCCCCCCCCCCCCCCCCCCCCO,354.7,20.2,214.0,25,1,1,22,77.0
10473,CNC.Cl,81.54,12.0,2.8,4,2,1,0,171.5
10476,C(#N)Br,105.92,23.8,31.3,3,0,1,0,52.0
10477,C(#N)Cl,61.47,23.8,31.3,3,0,1,0,-6.28
10478,C(#N)I,152.922,23.8,31.3,3,0,1,0,146.7
10482,CC(=O)Br,122.95,17.1,33.0,4,0,1,0,-95.83
10485,CC(C)(C)Br,137.02,0.0,25.1,5,0,0,0,-16.2
10486,CC(C)(C)Cl,92.57,0.0,25.1,5,0,0,0,-26.0
10487,C(I)(I)(I)I,519.628,0.0,19.1,5,0,0,0,171.0
10492,C[C@@]12CC[C@H](C1(C)C)C[C@@H]2O,154.25,20.2,185.0,11,1,1,0,202.0
10494,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,456.7,57.5,885.0,33,2,3,1,310.0
10509,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],196.03,183.0,209.0,13,0,8,0,13.53
10510,CN1C[C@]2(C3CC4[C@]5(C2C1C3CO4)C6=CC=CC=C6NC5=O)C=C,322.4,41.6,635.0,24,1,3,1,178.0
10518,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,250.29,75.3,406.0,18,2,3,2,174.0
10521,CN(C)C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)N(C)C)O,346.5,26.7,386.0,26,1,3,5,113.0
10522,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,325.2,46.5,323.0,21,1,3,5,37.0
10535,CCC(CC)(C(=O)N)Br,194.07,43.1,110.0,9,1,1,3,67.0
10545,CC(C)C12CCC(C=C1)(OO2)C,168.23,18.5,222.0,12,0,2,1,3.3
10553,CC=C(C)C,70.13,0.0,38.0,5,0,0,0,-133.66
10554,CC(C)CCl,92.57,0.0,17.6,5,0,0,1,-131.0
10556,CC(C)CI,184.02,0.0,17.6,5,0,0,1,-93.0
10559,CCC(C)I,184.02,0.0,19.6,5,0,0,1,-104.0
10566,CC(=C)C(=C)C,82.14,0.0,66.0,6,0,0,1,-76.0
10568,C(=C(I)I)(I)I,531.64,0.0,55.6,6,0,0,0,187.0
10569,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,302.5,37.3,542.0,22,1,2,2,173.5
10599,CCC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(C)(C)C(=O)O,286.4,46.5,364.0,21,1,3,5,139.5
10600,CCC1=C(NC=C1C)C,123.2,15.8,90.6,9,1,0,1,0.0
10602,C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],151.04,138.0,136.0,10,0,6,0,15.0
10612,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCN(C)C,251.29,61.7,359.0,18,0,4,3,95.0
10614,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=CC=C3,244.3,0.0,196.0,19,0,0,3,94.0
10615,CC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,211.26,20.3,209.0,16,0,1,2,103.0
10616,CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N,292.4,55.6,281.0,21,1,3,10,134.0
10621,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,610.6,234.0,940.0,43,8,15,7,262.0
10630,CCN1C(=O)C(OC1=O)(C)C,157.17,46.6,210.0,11,0,3,1,76.5
10631,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,344.5,54.4,664.0,25,1,3,1,214.5
10635,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,290.4,37.3,459.0,21,1,2,0,181.0
10638,C1=CC2=C(C(=C1)N)C(=O)NNC2=O,177.16,84.2,254.0,13,3,3,0,330.5
10643,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC(=C(C(=C3O2)OC)OC)OC)OC,372.4,72.4,553.0,27,0,7,6,141.0
10658,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3,186.16,39.4,284.0,14,0,3,0,140.0
10659,COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,222.24,36.9,243.0,16,0,4,4,29.75
10662,C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O,400.02,74.6,351.0,20,2,4,3,212.5
10666,CN1C=CC(=C(C1=O)C#N)OC,164.16,53.3,319.0,12,0,3,1,201.5
10679,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N,196.25,52.0,217.0,15,2,2,0,166.0
10680,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,222.24,26.3,326.0,17,0,2,1,100.0
10685,C1=CC=C2C(=C1)C(=CN2)CCO,161.2,36.0,149.0,12,2,1,2,59.0
10686,CC1=C(C(=CC=C1)C)C,120.19,0.0,76.0,9,0,0,0,-25.27
10688,CC1=C(C(=O)C=CC1=O)C,136.15,34.1,230.0,10,0,2,0,55.0
10690,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,196.16,138.0,170.0,13,6,7,5,131.0
10693,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N,265.3,26.0,150.0,12,1,1,0,235.0
10694,CC1=CC(=C(C(=C1C)O)C)C,150.22,20.2,119.0,11,1,1,0,118.5
10695,CC1=CC(=C(C(=C1)C)C)C,134.22,0.0,94.6,10,0,0,0,-23.7
10697,CC1=CC(=CC(=C1C)O)O,138.16,40.5,114.0,10,2,2,0,136.0
10698,CC1=CC(=C(C(=C1)C)O)C,136.19,20.2,99.3,10,1,1,0,73.0
10703,CC1=CC=CC=C1C(C)C,134.22,0.0,94.2,10,0,0,1,-71.51
10704,CC1=CC=CC=C1C(=O)N,135.16,43.1,133.0,10,1,1,1,147.0
10706,CC(=O)C1=C(C(=C(C=C1)O)O)O,168.15,77.8,180.0,12,3,4,1,173.0
10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],168.11,91.6,173.0,12,0,4,0,118.25
10708,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,210.14,112.0,297.0,15,3,6,3,219.0
10709,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],212.12,129.0,293.0,15,1,6,1,166.0
10714,CC1=CC(=C(C=C1C)C(=O)O)C,164.2,37.3,177.0,12,1,2,1,152.5
10721,CC1=CC=CC=C1C#N,117.15,23.8,131.0,9,0,1,0,-13.5
10724,C1CC2=CC=CC=C2C(=O)C1,146.19,17.1,162.0,11,0,1,0,8.0
10727,CCN(C1=CC=CC=C1)C(=O)C,163.22,20.3,150.0,12,0,1,2,55.0
10731,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2O,194.23,20.2,203.0,15,1,1,0,152.0
10737,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,225.28,20.3,248.0,17,0,2,3,92.5
10739,C1=CC=C(C=C1)N(C2=CC=CC=C2)N,184.24,29.3,140.0,14,1,2,2,50.5
10740,C=C(C1=CC=CC=C1)C2=CC=CC=C2,180.24,0.0,160.0,14,0,0,2,8.2
10742,COC1=CC(=CC(=C1O)OC)C(=O)O,198.17,76.0,191.0,14,2,5,3,207.5
10745,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,300.26,89.9,432.0,22,1,6,6,159.0
10747,C1CC2=CC=CC=C2CC1O,148.2,20.2,133.0,11,1,1,0,15.5
10757,C1=CC=C(C=C1)C(=O)CCl,154.59,17.1,116.0,10,0,1,2,56.5
10758,C1=CC=C(C=C1)C(C#N)O,133.15,44.0,141.0,10,1,2,1,-10.0
10771,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl,248.71,76.8,235.0,17,3,4,2,118.5
10774,C1=CC=C(C=C1)C(=O)NNC2=CC=CC=C2,212.25,41.1,218.0,16,2,2,3,168.0
10784,C1=CC=C(C(=C1)O)I,220.01,20.2,74.9,8,1,1,0,43.0
10787,C1=CC(=C(C=C1O)O)O,126.11,60.7,94.3,9,3,3,0,140.5
10789,C1=CC=C(C(=O)C=C1)O,122.12,37.3,209.0,9,1,2,0,50.8
10793,C(C(=O)CCl)Cl,126.97,17.1,46.8,6,0,1,2,45.0
10795,CC(OC)OC,90.12,18.5,24.7,6,0,2,2,-113.2
10797,CC1=CC=CO1,82.1,13.1,43.2,6,0,1,0,-87.5
10798,CC1=NCCN1,84.12,24.4,75.6,6,1,1,0,107.0
10812,CC1=CC(=CC=C1)C(C)C,134.22,0.0,94.2,10,0,0,1,-63.75
10813,CC1=CC(=NC(=N1)Cl)N(C)C,171.63,29.0,129.0,11,0,3,1,87.0
10815,COC(=O)C1=CC(=C(C=C1)O)N,167.16,72.6,172.0,12,2,4,2,143.0
10816,C1=CC(=CC=C1C(=O)NN)Cl,170.59,55.1,143.0,11,2,2,1,164.0
10819,CC(=C)C1CCC(=CC1)CO,152.23,20.2,179.0,11,1,1,2,244.0
10820,CC(C)C1=CC=C(C=C1)C(=O)O,164.2,37.3,155.0,12,1,2,2,117.5
10821,C#CC1=CC=CC=C1,102.13,0.0,98.5,8,0,0,1,-44.8
10824,COC1=CC=CC(=C1)N,123.15,35.2,85.0,9,1,2,1,-1.0
10832,C1=CC=C(C=C1)NC2=NC=NC(=N2)N,187.2,76.7,169.0,14,2,5,2,235.5
10833,C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N,338.98,83.6,227.0,15,3,4,3,245.0
10835,C1=C(C(=O)C(=CC1=NCl)Br)Br,299.35,29.4,269.0,11,0,2,0,83.0
10837,C1=CC=C(C=C1)NC(=O)NN,151.17,67.2,132.0,11,3,2,1,128.0
10841,C1=CC(=CC=C1N)NC2=CC=C(C=C2)N,199.25,64.09899999999999,159.0,15,3,3,2,158.0
10843,CC1=CC(=CC=C1)NC(=O)C,149.19,29.1,145.0,11,1,1,1,65.5
10848,CCN(CCCl)CCCl,170.08,3.2,53.0,9,0,1,5,-34.0
10850,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,470.7,78.9,461.0,33,0,6,26,10.0
10853,C1=CC=C(C=C1)CNC(=O)N,150.18,55.1,130.0,11,2,1,2,148.0
10854,CC1=CC=C(C=C1)CCC2=CC=C(C=C2)C,210.31,0.0,158.0,16,0,0,3,85.0
10855,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N,212.25,76.8,201.0,16,2,4,2,250.5
10866,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],414.5,9.2,271.0,25,0,2,15,112.5
10868,C1CCC(CC1)N=C=NC2CCCCC2,206.33,24.7,201.0,15,0,2,2,34.5
10869,COCC1=CC=CC=C1,122.16,9.2,65.0,9,0,1,2,-52.6
10871,CC(=O)NC1=CC=C(C=C1)Cl,169.61,29.1,141.0,11,1,1,1,179.0
10881,C1=CC=CC(=O)C=C1,106.12,17.1,155.0,8,0,1,0,-7.0
10882,CCCCC(=O)OCC,130.18,26.3,79.0,9,0,2,5,-91.2
10886,CCCCCC(=O)OCCCCC,186.29,26.3,121.0,13,0,2,9,-47.0
10887,CCCCCCCCC(=O)CCCCCCCC,254.5,17.1,156.0,18,0,1,14,53.0
10888,CCCCCCCCCCCC(=O)CCCCCCCCCCC,338.6,17.1,222.0,24,0,1,20,70.2
10889,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,480.8,26.3,379.0,34,0,2,30,54.0
10890,CCCCCOC(=O)CCC,158.24,26.3,99.7,11,0,2,7,-73.2
10893,C1=CC(=CC=C1N)I,219.02,26.0,66.9,8,1,1,0,67.5
10894,C1=CC(=CC=C1O)I,220.01,20.2,66.9,8,1,1,0,93.5
10895,CCC(=O)OCC(C)C,130.18,26.3,86.9,9,0,2,4,-71.4
10899,CCCCl,78.54,0.0,7.2,4,0,0,1,-122.8
10900,C(=CCl)Cl,96.94,0.0,19.2,4,0,0,0,-57.0
10901,C(C#N)N,56.07,49.8,39.2,4,1,2,0,101.0
10903,CCOC,60.1,9.2,7.2,4,0,1,1,-113.0
10907,CC(C)CC(C)(C)C,114.23,0.0,54.9,8,0,0,2,-107.25
10917,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,161.2,60.4,134.0,11,1,3,3,197.0
10927,CCCC(=O)N,87.12,43.1,51.5,6,1,1,2,114.8
10928,CCOC(=O)Cl,108.52,26.3,52.8,6,0,2,2,-80.6
10930,CC(C)CC(=O)N,101.15,43.1,68.5,7,1,1,2,137.0
10935,C1=CC(=O)NC1=O,97.07,46.2,132.0,7,1,2,0,94.0
10943,C1=CC(=CC(=C1)Cl)Cl,147.0,0.0,64.9,8,0,0,0,-24.8
10946,C(C(=O)OC(=O)CCl)Cl,170.98,43.4,109.0,9,0,3,4,46.0
10952,C1CCC(CC1)Cl,118.6,0.0,46.1,7,0,0,0,-44.0
10953,C1CCOC(=O)C1,100.12,26.3,78.1,7,0,2,0,-12.5
10955,CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,394.7,17.1,269.0,28,0,1,24,77.5
10956,CC(C)CCC#N,97.16,23.8,75.4,7,0,1,2,-51.0
10957,CC(C)COC=O,102.13,26.3,50.0,7,0,2,3,-95.4
10963,C(CCl)C#N,89.52,23.8,51.2,5,0,1,1,-51.0
